Components,Flap Side,Size,Stock,Printing,Sheets,Pages,Gusset,,description
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 11"" or 8.27"" x 11.69""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",180gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",180gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",180gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"8.5"" x 8""",180gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 16.5""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 14""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"7.5"" x 11""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"6"" x 9""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"5.625"" x 7.5"" or 6"" x 6""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 15.75""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 12.5""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm recycled uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm recycled uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm recycled uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm recycled uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm FSC uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm FSC uncoated,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm FSC uncoated,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",120gsm FSC uncoated,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",128gsm C2S,"2c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",128gsm C2S,"4c/1c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",128gsm C2S,"4c/2c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"4"" x 9"" or 3.5"" x 10.5""",128gsm C2S,"4c/4c, perf + perso on 1/s",-,-,-,,
Reply Card & Giro,-,"3.75"" x 8.5"" or 3.625"" x 7.5"" or 4.5"" x 7.125"" or 4.5"" x 6.25""",120gsm uncoated,"2c/2c, perf + perso on 1/s",-,-,-,,
